open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
2021-03-13 00:00:00,3.96730000,3.97780000,3.96500000,3.96560000,12904.64000000,1615564859999,51237.33217000,163,4454.79000000,17695.44970900,0
2021-03-13 00:01:00,3.96770000,3.98000000,3.96580000,3.97540000,25044.54000000,1615564919999,99550.24802200,92,13548.42000000,53866.38498200,0
2021-03-13 00:02:00,3.97850000,3.97850000,3.96780000,3.97050000,6168.28000000,1615564979999,24501.84830100,57,2430.08000000,9653.23458700,0
2021-03-13 00:03:00,3.97080000,3.97250000,3.96530000,3.97100000,13628.75000000,1615565039999,54100.72326700,62,3699.34000000,14686.61236600,0
2021-03-13 00:04:00,3.96860000,3.96860000,3.96500000,3.96510000,8309.81000000,1615565099999,32959.34284000,47,757.81000000,3006.47846100,0
2021-03-13 00:05:00,3.96520000,3.97560000,3.96360000,3.97100000,10296.45000000,1615565159999,40866.71737700,64,3466.37000000,13768.60066100,0
2021-03-13 00:06:00,3.97120000,3.97390000,3.96890000,3.97250000,1678.31000000,1615565219999,6666.31575800,16,527.37000000,2094.65551000,0
2021-03-13 00:07:00,3.97450000,3.97790000,3.97260000,3.97370000,3971.40000000,1615565279999,15783.72541400,45,2164.94000000,8606.03050000,0
2021-03-13 00:08:00,3.97310000,3.97480000,3.97010000,3.97360000,3948.50000000,1615565339999,15687.27384800,25,505.23000000,2008.00920600,0
2021-03-13 00:09:00,3.97370000,3.97380000,3.96620000,3.96700000,7067.49000000,1615565399999,28068.31167700,66,1440.72000000,5723.46206300,0
2021-03-13 00:10:00,3.96680000,3.97380000,3.96590000,3.97380000,2654.14000000,1615565459999,10540.26812500,44,2113.24000000,8392.78733700,0
2021-03-13 00:11:00,3.97590000,3.97770000,3.97340000,3.97620000,2734.15000000,1615565519999,10869.62292400,22,63.49000000,252.44313300,0
2021-03-13 00:12:00,3.97650000,3.98260000,3.97650000,3.98130000,4003.68000000,1615565579999,15929.28663800,46,1223.53000000,4870.10643700,0
2021-03-13 00:13:00,3.98100000,3.98610000,3.97810000,3.97890000,8007.87000000,1615565639999,31887.31978600,65,4685.00000000,18659.69452200,0
2021-03-13 00:14:00,3.97900000,3.98120000,3.97200000,3.97510000,6092.05000000,1615565699999,24235.35561700,58,1524.45000000,6066.15848800,0
2021-03-13 00:15:00,3.97520000,3.98500000,3.97390000,3.98480000,5326.17000000,1615565759999,21190.02014200,41,4671.28000000,18586.46123900,0
