,open,close,high,low,volume,money
2013-07-04,3283.68,3332.69,3371.44,3264.46,1910445904.0,15779378721.0
2013-07-05,3336.66,3348.21,3373.21,3329.7,1438583180.0,12574169236.0
2013-07-08,3302.79,3284.42,3333.32,3270.51,1440728833.0,11639649946.0
2013-07-09,3280.91,3289.85,3303.5,3273.27,1116661400.0,8552996863.0
2013-07-10,3291.02,3377.29,3379.43,3279.51,1740883346.0,14854832794.0
2013-07-11,3395.24,3615.61,3653.02,3395.24,4453377428.0,39343196009.0
2013-07-12,3591.52,3497.57,3618.48,3493.08,3140744591.0,28071829348.0
2013-07-15,3537.15,3555.08,3633.3,3495.7,2793311742.0,25574135521.0
2013-07-16,3534.2,3561.71,3561.71,3497.94,1766109316.0,15939097389.0
2013-07-17,3551.68,3500.51,3576.75,3500.49,1659386798.0,14828249349.0
2013-07-18,3482.87,3419.22,3502.52,3412.52,1703207970.0,14728450222.0
2013-07-19,3425.05,3341.66,3439.22,3333.23,1870324806.0,16013171103.0
2013-07-22,3288.98,3340.05,3342.92,3268.75,1644212044.0,13044105874.0
2013-07-23,3353.54,3430.57,3474.21,3334.23,2251196844.0,19572959990.0
2013-07-24,3390.96,3372.62,3408.32,3325.58,1839766219.0,15864239941.0
2013-07-25,3387.2,3367.08,3410.82,3356.07,1531656964.0,13796520726.0
2013-07-26,3349.38,3345.16,3363.98,3326.85,1110905182.0,9893404713.0
2013-07-29,3305.85,3258.56,3305.85,3245.36,1384922124.0,11628127726.0
2013-07-30,3275.13,3308.13,3366.96,3265.69,1599646705.0,13705576411.0
2013-07-31,3345.35,3309.68,3382.75,3300.06,1231333445.0,11018244155.0
2013-08-01,3333.2,3388.53,3394.54,3319.91,1697453435.0,15046827458.0
2013-08-02,3416.91,3371.22,3432.22,3364.23,1333809860.0,11961017349.0
2013-08-05,3375.9,3408.88,3409.0,3359.94,1145856900.0,10540677245.0
2013-08-06,3393.43,3404.71,3424.59,3361.57,1417632100.0,12929726337.0
2013-08-07,3399.84,3388.58,3454.71,3381.9,1619616700.0,14936851941.0
2013-08-08,3375.98,3371.58,3412.48,3353.64,1156580700.0,10262833715.0
2013-08-09,3394.5,3379.83,3409.63,3338.9,1243539500.0,10881066607.0
2013-08-12,3395.24,3508.44,3509.04,3389.33,2782563100.0,25534245898.0
2013-08-13,3508.18,3537.64,3540.46,3495.93,2016368300.0,18730411941.0
2013-08-14,3541.23,3519.82,3596.93,3510.85,1962178700.0,18452633554.0
2013-08-15,3514.2,3479.34,3550.35,3477.71,1336570900.0,12107162073.0
2013-08-16,3465.96,3495.2,3712.43,3432.99,4715422500.0,41792769658.0
2013-08-19,3435.77,3517.7,3542.27,3430.78,2525172300.0,22514247025.0
2013-08-20,3500.03,3496.25,3576.62,3482.12,2261057400.0,20281901531.0
2013-08-21,3510.75,3483.85,3516.6,3455.05,1469224200.0,12876100754.0
2013-08-22,3470.62,3475.01,3534.23,3464.14,1475029200.0,12926645208.0
2013-08-23,3496.8,3426.62,3506.93,3377.39,1761833200.0,15344065082.0
2013-08-26,3449.23,3521.84,3531.73,3433.86,2192734800.0,20422076826.0
2013-08-27,3513.79,3523.31,3542.5,3490.99,1766694700.0,16287833105.0
2013-08-28,3495.41,3491.94,3521.07,3465.56,1769814700.0,16286707511.0
2013-08-29,3531.85,3496.9,3545.11,3482.49,1546021000.0,14331923245.0
2013-08-30,3494.11,3524.28,3550.31,3476.19,2149263600.0,21340995728.0
2013-09-02,3539.58,3533.94,3557.61,3513.19,1932325800.0,18965438043.0
2013-09-03,3548.31,3587.36,3589.7,3534.26,2219695300.0,21519315241.0
2013-09-04,3580.05,3577.79,3608.53,3571.0,1832559400.0,17314712495.0
2013-09-05,3585.87,3570.34,3588.8,3562.91,1302635600.0,12521016948.0
2013-09-06,3564.98,3615.93,3633.39,3563.3,1985183200.0,18031877255.0
2013-09-09,3664.63,3878.59,3898.4,3664.63,6744184700.0,59829710511.0
2013-09-10,3895.23,3933.21,3935.44,3830.21,5657745900.0,54552421017.0
2013-09-11,3948.53,3916.59,3999.69,3909.87,4393731000.0,47044109557.0
2013-09-12,3911.66,4040.2,4122.35,3891.4,6122578100.0,60883569141.0
2013-09-13,4005.56,3963.58,4042.67,3944.83,3665746500.0,37613791969.0
2013-09-16,3998.39,3937.08,4003.05,3880.35,3394164400.0,34689526057.0
2013-09-17,3954.2,3846.15,3970.58,3842.8,3005234300.0,31183504920.0
2013-09-18,3846.92,3853.76,3881.54,3803.62,2201912100.0,22010205806.0
2013-09-23,3865.95,3878.68,3884.92,3830.0,2225861600.0,22857980656.0
2013-09-24,3870.39,3764.94,3870.39,3734.42,2719092100.0,27393066734.0
2013-09-25,3758.62,3740.67,3816.03,3733.11,1962035700.0,20191549306.0
2013-09-26,3731.38,3658.33,3731.38,3646.36,2218085700.0,21616291926.0
2013-09-27,3654.55,3692.29,3694.35,3647.1,1472248700.0,14646599115.0
2013-09-30,3714.97,3689.51,3720.69,3675.75,1475851000.0,13849073804.0
2013-10-08,3672.84,3718.55,3732.14,3630.45,1682419900.0,16151727727.0
2013-10-09,3701.1,3747.02,3767.61,3688.82,1584089300.0,15832104556.0
2013-10-10,3756.34,3660.36,3756.34,3654.79,1829637800.0,18287418293.0
2013-10-11,3693.29,3746.12,3754.23,3677.14,2328282200.0,22631684777.0
2013-10-14,3741.33,3708.5,3741.33,3695.42,1766888700.0,18115921626.0
2013-10-15,3713.08,3678.23,3716.51,3662.17,1452582700.0,14122603448.0
2013-10-16,3669.33,3620.52,3669.33,3604.11,1562343300.0,15019585802.0
2013-10-17,3643.73,3605.01,3653.42,3602.42,1286169900.0,12144167546.0
2013-10-18,3607.5,3631.1,3668.44,3605.32,1455821300.0,13924365670.0
2013-10-21,3636.55,3675.09,3681.27,3602.86,1675595300.0,15984323290.0
2013-10-22,3667.61,3622.47,3667.61,3612.34,1294722800.0,12825668662.0
2013-10-23,3639.06,3636.95,3717.84,3625.87,1980324400.0,19110398055.0
2013-10-24,3627.03,3599.86,3646.94,3589.5,1476271800.0,14048221092.0
2013-10-25,3601.7,3607.66,3660.51,3586.94,1977628900.0,18201366454.0
2013-10-28,3617.38,3607.75,3624.03,3577.91,1206549800.0,11429215957.0
2013-10-29,3618.27,3700.43,3746.58,3618.27,3236489600.0,30723638626.0
2013-10-30,3699.43,3728.69,3730.69,3667.74,2026754900.0,19632911705.0
2013-10-31,3712.91,3664.68,3712.91,3660.65,1737656100.0,16460227912.0
2013-11-01,3675.11,3711.29,3724.44,3659.61,1654099400.0,15514363085.0
2013-11-04,3732.55,3679.73,3743.42,3672.74,1195158700.0,11056250274.0
2013-11-05,3657.5,3658.65,3667.09,3599.95,1493620800.0,14080448594.0
2013-11-06,3628.74,3599.36,3640.65,3599.36,1294026000.0,12170151463.0
2013-11-07,3603.18,3602.31,3620.91,3581.81,1164701700.0,11022306410.0
2013-11-08,3584.96,3546.77,3606.83,3542.87,1366536400.0,13167298247.0
2013-11-11,3546.5,3550.99,3563.01,3529.28,1029406600.0,9576680058.0
2013-11-12,3564.26,3603.48,3606.3,3563.63,1262599700.0,12633059266.0
2013-11-13,3570.64,3490.88,3572.13,3490.05,1599260100.0,14958963615.0
2013-11-14,3493.99,3482.42,3501.64,3453.72,1332946100.0,12106827394.0
2013-11-15,3490.14,3572.7,3619.44,3490.14,2466479200.0,25184782592.0
2013-11-18,3602.29,3767.45,3772.63,3581.53,3949988600.0,42551345182.0
2013-11-19,3762.05,3722.62,3765.06,3715.13,2386397700.0,27169748879.0
2013-11-20,3752.02,3735.49,3763.58,3706.18,1758326600.0,19990281064.0
2013-11-21,3710.92,3706.17,3713.95,3642.2,2339135800.0,24513731852.0
2013-11-22,3715.39,3694.93,3727.4,3686.28,1924452100.0,20917979373.0
2013-11-25,3674.38,3669.98,3739.08,3660.76,1557102800.0,17649869478.0
2013-11-26,3671.06,3669.69,3699.08,3664.38,1309466800.0,13819662034.0
2013-11-27,3667.91,3718.51,3741.92,3661.04,2188824300.0,23620170124.0
2013-11-28,3720.62,3730.29,3774.94,3711.83,2151534500.0,22480112514.0
2013-11-29,3747.4,3726.08,3755.88,3716.97,1387195300.0,14335117422.0
2013-12-02,3758.09,3822.8,3856.45,3755.65,4679598700.0,48121931961.0
2013-12-03,3804.93,3807.53,3819.11,3766.6,2369819200.0,24884777414.0
2013-12-04,3798.98,3835.23,3869.49,3788.12,2817414300.0,29243737076.0
2013-12-05,3830.62,3825.42,3846.21,3815.42,1986842300.0,20883945545.0
2013-12-06,3815.03,3782.36,3823.29,3764.4,1854106900.0,21011105089.0
2013-12-09,3795.34,3765.65,3811.66,3762.45,1499380000.0,17168387850.0
2013-12-10,3778.73,3776.76,3796.91,3762.64,1391859200.0,14639940465.0
2013-12-11,3756.9,3689.83,3756.9,3674.04,1870727200.0,19369280617.0
2013-12-12,3677.8,3670.42,3698.06,3664.26,1272203400.0,12916680546.0
2013-12-13,3639.64,3666.5,3677.05,3632.8,1389611200.0,13427622483.0
2013-12-16,3675.71,3628.32,3684.02,3624.21,1418522000.0,14206164178.0
2013-12-17,3635.26,3621.01,3641.01,3610.93,1132442600.0,10759249284.0
2013-12-18,3619.34,3632.13,3654.96,3615.92,998606100.0,9738972610.0
2013-12-19,3650.73,3589.59,3657.22,3586.41,1358299600.0,12942917178.0
2013-12-20,3591.93,3477.29,3596.6,3475.7,1870928700.0,17048502726.0
2013-12-23,3493.04,3488.52,3525.47,3460.64,1291790600.0,12155596060.0
2013-12-24,3500.68,3483.64,3525.66,3457.81,1119920600.0,10862377341.0
2013-12-25,3489.52,3507.15,3508.68,3472.4,1141783500.0,11125246777.0
2013-12-26,3498.91,3456.69,3498.91,3453.04,1236329800.0,11271171000.0
2013-12-27,3464.07,3524.68,3547.13,3458.32,1570854900.0,14957189662.0
2013-12-30,3545.34,3519.99,3549.95,3511.73,1552101600.0,13218986240.0
2013-12-31,3506.92,3589.45,3602.7,3503.15,2088913600.0,19977196370.0
2014-01-02,3574.09,3556.36,3578.16,3535.53,1169708400.0,10853482723.0
2014-01-03,3531.93,3483.38,3534.83,3469.15,1393553900.0,12968332198.0
2014-01-06,3483.38,3457.1,3483.38,3411.26,1719651400.0,15854237626.0
2014-01-07,3422.61,3441.54,3452.74,3415.94,1010909300.0,8905643832.0
2014-01-08,3445.28,3464.84,3487.56,3432.58,1325691100.0,12259878308.0
2014-01-09,3455.0,3441.0,3493.59,3435.63,1211240100.0,11419503981.0
2014-01-10,3432.17,3427.64,3443.62,3407.19,1209823100.0,10706870996.0
2014-01-13,3433.52,3421.91,3453.56,3411.45,1237133800.0,10535512104.0
2014-01-14,3421.07,3435.07,3451.63,3398.68,1053251300.0,9097134771.0
2014-01-15,3430.91,3404.02,3431.97,3386.25,1066135200.0,8786160150.0
2014-01-16,3406.19,3415.08,3441.45,3390.94,1260976300.0,11775935620.0
2014-01-17,3401.28,3384.02,3404.8,3365.54,1307946100.0,11426122562.0
2014-01-20,3372.52,3360.9,3386.36,3352.66,937840800.0,7908412469.0
2014-01-21,3368.32,3397.1,3423.94,3368.32,1051625700.0,9536273200.0
2014-01-22,3401.07,3466.54,3472.71,3393.96,1701552100.0,14732166932.0
2014-01-23,3457.11,3422.12,3462.02,3417.88,1240680000.0,11338861394.0
2014-01-24,3407.0,3424.83,3453.0,3400.42,1388645300.0,12388308812.0
2014-01-27,3401.7,3363.95,3401.7,3356.94,1433870100.0,13479086548.0
2014-01-28,3376.45,3397.64,3403.35,3372.05,1123038200.0,9876033171.0
2014-01-29,3409.07,3428.72,3435.33,3400.59,1157973200.0,9939970898.0
2014-01-30,3417.09,3390.49,3417.44,3386.71,888518400.0,8560883922.0
2014-02-07,3364.43,3376.36,3377.23,3340.96,1016597000.0,10149664782.0
2014-02-10,3387.91,3432.63,3437.39,3385.77,1570964000.0,14504901169.0
2014-02-11,3429.29,3492.09,3528.64,3413.85,2883277000.0,23879379302.0
2014-02-12,3493.2,3490.8,3525.16,3476.98,2123367100.0,17497554451.0
2014-02-13,3483.0,3509.91,3562.57,3468.37,3016811300.0,23555948770.0
2014-02-14,3502.74,3505.51,3517.65,3487.91,1506365900.0,12290378470.0
2014-02-17,3527.25,3505.98,3537.51,3490.84,1806647300.0,16320215165.0
2014-02-18,3501.13,3427.22,3501.13,3422.33,1998187700.0,18211268075.0
2014-02-19,3423.62,3498.2,3519.96,3414.17,2822939600.0,22731949643.0
2014-02-20,3502.32,3438.65,3540.84,3437.44,2481448700.0,20783993320.0
2014-02-21,3435.07,3405.08,3442.39,3383.67,1738222200.0,15546865304.0
2014-02-24,3377.01,3330.1,3377.01,3307.43,2070544100.0,17530599720.0
2014-02-25,3330.66,3268.6,3347.38,3259.11,1868388400.0,16120866138.0
2014-02-26,3251.75,3270.1,3285.37,3241.24,1487510800.0,12478257556.0
2014-02-27,3283.77,3300.18,3323.67,3254.87,1996517900.0,16273165452.0
2014-02-28,3287.87,3326.7,3336.69,3256.69,1999344500.0,17235239994.0
2014-03-03,3308.56,3297.1,3312.02,3283.77,1747390300.0,13468888377.0
2014-03-04,3289.55,3308.63,3319.53,3264.85,1697553700.0,13846927368.0
2014-03-05,3313.2,3265.26,3316.48,3260.72,1365212600.0,11530046261.0
2014-03-06,3261.03,3295.87,3312.87,3238.43,1828229500.0,14522185707.0
2014-03-07,3285.07,3274.64,3329.97,3268.22,1605582200.0,13093257096.0
2014-03-10,3246.42,3170.85,3247.36,3169.77,1768878600.0,14052595058.0
2014-03-11,3165.36,3175.23,3196.02,3152.46,1344733400.0,10710451731.0
2014-03-12,3167.63,3195.03,3222.29,3156.25,1755192100.0,13313066261.0
2014-03-13,3217.55,3236.21,3286.36,3203.82,2175998400.0,15122865828.0
2014-03-14,3219.4,3212.22,3241.18,3189.41,1665341200.0,12399710186.0
2014-03-17,3227.5,3220.13,3232.79,3193.35,1167346800.0,8939026443.0
2014-03-18,3227.05,3198.22,3228.56,3194.25,1248678300.0,9809378499.0
2014-03-19,3186.08,3177.93,3186.08,3148.52,1077538400.0,8483795837.0
2014-03-20,3171.1,3157.03,3216.31,3156.22,1350666800.0,10940389416.0
2014-03-21,3148.3,3306.15,3316.14,3147.41,3459583700.0,27200942935.0
2014-03-24,3314.03,3338.3,3366.32,3298.27,3313538200.0,27223879766.0
2014-03-25,3326.68,3311.51,3351.36,3302.24,1796772500.0,15323266735.0
2014-03-26,3330.03,3304.41,3341.1,3295.02,1342370200.0,11266471657.0
2014-03-27,3299.69,3316.79,3372.66,3270.12,2200789700.0,18486863085.0
2014-03-28,3310.04,3329.32,3362.49,3305.92,2007685100.0,15728736411.0
2014-03-31,3331.19,3313.74,3343.98,3294.63,1392064300.0,10763000328.0
2014-04-01,3306.51,3324.43,3345.69,3301.09,1169318600.0,10107966535.0
2014-04-02,3326.82,3361.77,3368.45,3319.83,1465276500.0,12800986725.0
2014-04-03,3373.5,3333.29,3401.85,3330.3,1934370100.0,15860359595.0
2014-04-04,3316.38,3366.05,3367.8,3313.13,1167538500.0,9907490137.0
2014-04-08,3363.59,3479.82,3506.92,3361.8,3608456100.0,30998054245.0
2014-04-09,3477.94,3460.13,3485.82,3447.6,1729328700.0,15164472344.0
2014-04-10,3463.21,3557.75,3606.44,3446.52,3720632900.0,37908416199.0
2014-04-11,3547.91,3542.65,3565.6,3518.8,2798204100.0,27746491090.0
2014-04-14,3538.02,3516.01,3553.88,3495.03,1500820400.0,14230603250.0
2014-04-15,3498.97,3434.87,3499.81,3428.23,1732454100.0,15957858489.0
2014-04-16,3426.57,3448.92,3477.61,3424.97,1420322100.0,12286960656.0
2014-04-17,3465.43,3433.82,3470.19,3423.52,1237806600.0,11091190012.0
2014-04-18,3415.67,3434.8,3444.41,3390.06,1359339300.0,11534215095.0
2014-04-21,3417.33,3374.4,3453.28,3373.67,1492998600.0,13069849074.0
2014-04-22,3369.74,3422.79,3425.65,3362.61,1606412200.0,13866965266.0
2014-04-23,3410.46,3408.85,3433.85,3402.76,1425342300.0,12461901942.0
2014-04-24,3408.03,3411.12,3444.14,3400.09,1117277400.0,10232831033.0
2014-04-25,3423.2,3399.45,3455.77,3398.92,1596612000.0,13244537928.0
2014-04-28,3399.89,3367.82,3414.02,3358.47,1471741100.0,12185168006.0
2014-04-29,3373.64,3407.53,3410.83,3360.19,1375004100.0,11056159798.0
2014-04-30,3411.65,3398.13,3413.89,3392.27,1109276500.0,9221927872.0
2014-05-05,3384.63,3386.15,3399.78,3345.81,1249219000.0,10441566458.0
2014-05-06,3374.23,3379.0,3407.4,3369.76,979810800.0,8124719864.0
2014-05-07,3371.86,3364.85,3384.76,3362.9,1023149600.0,9033552055.0
2014-05-08,3361.87,3373.96,3429.9,3358.02,1303036700.0,11328495398.0
2014-05-09,3382.36,3382.5,3396.41,3363.7,1121181900.0,9527041995.0
2014-05-12,3415.14,3445.22,3457.7,3392.95,2189651900.0,19416926007.0
2014-05-13,3441.09,3431.13,3446.65,3419.39,1158977300.0,10250901690.0
2014-05-14,3434.15,3431.49,3454.36,3424.06,1096094800.0,9929503872.0
2014-05-15,3431.68,3401.31,3438.64,3397.06,1190278300.0,10138817082.0
2014-05-16,3405.26,3396.71,3413.19,3383.03,1164585200.0,9736962205.0
2014-05-19,3384.38,3330.9,3385.29,3321.02,1298446300.0,11190412320.0
2014-05-20,3346.82,3336.35,3352.57,3325.85,881153300.0,6962869310.0
2014-05-21,3321.14,3362.32,3365.32,3304.62,952280400.0,7742918032.0
2014-05-22,3359.79,3361.86,3410.21,3354.29,1166743300.0,9919347888.0
2014-05-23,3363.69,3390.07,3390.7,3360.97,797433600.0,6921921098.0
2014-05-26,3407.45,3389.78,3411.16,3377.65,856433500.0,7382477090.0
2014-05-27,3387.28,3377.32,3398.35,3374.76,879085000.0,7510049716.0
2014-05-28,3378.03,3412.96,3418.05,3367.57,1302030000.0,11657754740.0
2014-05-29,3413.73,3390.88,3424.49,3389.81,1070690900.0,9722524345.0
2014-05-30,3392.48,3390.27,3410.62,3377.89,971341500.0,8668662454.0
2014-06-03,3393.98,3388.05,3420.78,3386.79,1001848600.0,8624064646.0
2014-06-04,3387.81,3358.16,3388.26,3344.31,1070902000.0,8471564166.0
2014-06-05,3356.41,3397.19,3398.85,3352.66,981779500.0,8352617194.0
2014-06-06,3397.46,3368.01,3397.53,3350.68,956487600.0,8089227262.0
2014-06-09,3353.45,3373.95,3408.86,3352.45,946765000.0,8168640117.0
2014-06-10,3387.55,3425.36,3426.13,3376.57,1491113600.0,13509460992.0
2014-06-11,3412.45,3408.76,3422.12,3396.97,979041200.0,8508702455.0
2014-06-12,3401.84,3396.88,3411.83,3391.84,839054400.0,7846133178.0
2014-06-13,3397.14,3453.1,3470.65,3397.14,1862018700.0,16408002996.0
2014-06-16,3452.43,3490.32,3499.34,3444.77,1915347400.0,16424307370.0
2014-06-17,3476.57,3452.76,3476.57,3447.98,1260456200.0,10854029347.0
2014-06-18,3452.0,3432.62,3459.65,3430.9,1246638200.0,9036367816.0
2014-06-19,3436.7,3391.43,3446.49,3381.91,1223538400.0,10097878033.0
2014-06-20,3384.73,3403.36,3405.4,3379.39,969956100.0,7852627487.0
2014-06-23,3403.87,3384.75,3419.11,3384.65,872770600.0,7540305760.0
2014-06-24,3373.62,3384.84,3388.39,3367.81,807134400.0,7096585443.0
2014-06-25,3379.42,3362.99,3379.42,3354.28,741112600.0,5961216920.0
2014-06-26,3365.93,3382.99,3391.92,3365.93,1020706500.0,8103141605.0
2014-06-27,3373.57,3364.04,3377.38,3353.53,924893100.0,7863084502.0
2014-06-30,3370.45,3387.55,3399.08,3370.36,1107200900.0,9518309970.0
2014-07-01,3399.46,3383.27,3402.82,3374.3,843094300.0,7179225161.0
2014-07-02,3385.11,3398.59,3402.23,3379.34,1065936100.0,9084224340.0
2014-07-03,3389.17,3402.73,3409.11,3383.42,1188701100.0,9993799119.0
2014-07-04,3402.55,3404.89,3414.5,3399.7,976232700.0,8389603181.0
2014-07-07,3405.26,3407.74,3414.74,3396.47,914306800.0,7716140239.0
2014-07-08,3404.62,3409.1,3412.39,3390.26,995221400.0,7955055917.0
2014-07-09,3406.21,3361.04,3407.11,3360.72,1396591500.0,11277712187.0
2014-07-10,3354.81,3344.78,3362.65,3340.39,1142896300.0,9365213210.0
2014-07-11,3316.94,3325.85,3338.75,3313.01,1033153800.0,7892235035.0
2014-07-14,3330.12,3353.92,3354.57,3317.84,1305720800.0,10591176282.0
2014-07-15,3350.79,3355.58,3357.4,3342.73,1184066900.0,9542766524.0
2014-07-16,3353.83,3352.38,3365.57,3345.67,1242079000.0,9896354314.0
2014-07-17,3339.92,3332.94,3340.12,3321.63,970786000.0,7760882893.0
2014-07-18,3312.36,3332.2,3344.55,3307.84,1244209600.0,10495742345.0
2014-07-21,3331.84,3322.5,3337.54,3314.84,1011737600.0,8143087441.0
2014-07-22,3316.68,3364.19,3373.04,3314.67,1809368400.0,15686312453.0
2014-07-23,3362.44,3390.0,3406.19,3361.23,1962885900.0,17590895675.0
2014-07-24,3392.43,3488.68,3503.79,3392.43,4062185900.0,34545524641.0
2014-07-25,3497.77,3521.82,3523.16,3484.02,2702631400.0,22418757523.0
2014-07-28,3549.98,3683.07,3710.08,3549.98,6536535400.0,53824705389.0
2014-07-29,3690.83,3699.44,3724.26,3671.53,4415444800.0,33931844168.0
2014-07-30,3697.0,3683.3,3735.56,3675.22,3688526600.0,30106995900.0
2014-07-31,3680.57,3734.63,3735.63,3667.91,3364251700.0,28161391487.0
2014-08-01,3719.27,3684.41,3766.77,3683.78,3955855500.0,31332342212.0
2014-08-04,3703.74,3776.34,3777.51,3687.69,4050911900.0,34119870406.0
2014-08-05,3774.03,3743.61,3777.46,3717.73,3083419300.0,26398350199.0
2014-08-06,3723.3,3710.17,3729.77,3668.11,3025055700.0,27060514158.0
2014-08-07,3708.21,3641.65,3716.55,3639.23,2728868200.0,24120455270.0
2014-08-08,3648.95,3646.84,3664.92,3627.6,2166216200.0,18641066624.0
2014-08-11,3659.17,3705.97,3713.76,3659.17,2321200900.0,21244600535.0
2014-08-12,3693.85,3673.51,3693.86,3658.51,2027701000.0,17900905122.0
2014-08-13,3672.52,3681.76,3704.17,3647.18,2353205600.0,21214847214.0
2014-08-14,3685.18,3644.59,3695.28,3641.22,2083901500.0,19393522988.0
2014-08-15,3648.21,3687.63,3696.66,3634.42,2415930600.0,23017944854.0
2014-08-18,3692.61,3690.58,3717.33,3676.9,2155156700.0,19836130661.0
2014-08-19,3694.54,3677.81,3696.09,3650.58,2121519100.0,19149160874.0
2014-08-20,3671.0,3656.68,3673.15,3649.76,1839060100.0,16837095735.0
2014-08-21,3656.05,3619.21,3658.38,3596.85,2165597400.0,19297520095.0
2014-08-22,3614.36,3640.62,3645.55,3611.05,1726439700.0,15477169530.0
2014-08-25,3642.32,3594.81,3643.12,3590.98,1693402200.0,14848723921.0
2014-08-26,3590.42,3588.9,3612.66,3576.26,1661233900.0,13920179857.0
2014-08-27,3588.63,3585.8,3605.44,3581.26,1212686100.0,10498034686.0
2014-08-28,3585.21,3556.36,3597.17,3554.84,1470059000.0,12928477369.0
2014-08-29,3569.9,3597.47,3599.78,3559.08,1259247200.0,10598229887.0
2014-09-01,3599.99,3605.93,3610.44,3585.13,1600792400.0,13390423678.0
2014-09-02,3612.0,3664.81,3669.62,3592.85,2873343000.0,25309479722.0
2014-09-03,3667.82,3689.12,3708.13,3665.92,2719808800.0,24305140345.0
2014-09-04,3696.25,3725.71,3729.76,3682.25,2472916300.0,23244305307.0
2014-09-05,3738.64,3749.41,3766.86,3727.16,2774560700.0,25670308455.0
2014-09-09,3751.6,3713.73,3753.85,3707.5,1957661500.0,18131051707.0
2014-09-10,3695.3,3677.89,3695.3,3669.64,1821993500.0,16127806517.0
2014-09-11,3674.52,3674.94,3737.78,3666.56,2648896400.0,25021479450.0
2014-09-12,3664.17,3683.88,3683.88,3650.84,1557205000.0,14440728210.0
2014-09-15,3670.48,3670.77,3675.6,3645.2,2154776300.0,20243117627.0
2014-09-16,3677.74,3629.57,3694.72,3625.56,3565332400.0,29505799118.0
2014-09-17,3644.87,3634.64,3647.97,3617.39,2122182000.0,17346835927.0
2014-09-18,3626.43,3655.82,3680.86,3615.05,3069023500.0,22958636912.0
2014-09-19,3655.87,3675.84,3685.24,3647.39,2322210300.0,18699848357.0
2014-09-22,3661.92,3590.67,3662.6,3584.35,2316688600.0,19191130178.0
2014-09-23,3590.24,3619.38,3628.07,3588.87,1898332800.0,15696478887.0
2014-09-24,3605.33,3704.33,3712.15,3601.2,4238724300.0,36275729415.0
2014-09-25,3723.0,3682.46,3727.8,3671.36,3587818000.0,30644789024.0
2014-09-26,3670.58,3677.2,3687.42,3654.2,2066887600.0,18063209959.0
2014-09-29,3687.29,3688.44,3701.08,3670.46,2895116600.0,24998088832.0
2014-09-30,3694.75,3685.71,3698.56,3675.04,2179038000.0,20216103147.0
2014-10-08,3696.33,3716.55,3717.21,3671.03,2611922200.0,23192608466.0
2014-10-09,3717.88,3710.82,3732.79,3692.24,2436117900.0,22261453271.0
2014-10-10,3692.73,3690.22,3710.51,3678.24,2573531700.0,23354405312.0
2014-10-13,3670.82,3654.54,3672.31,3632.64,2126348200.0,19130134310.0
2014-10-14,3645.76,3644.71,3677.8,3634.3,2056425300.0,18350399544.0
2014-10-15,3646.55,3697.88,3706.32,3637.67,3319465700.0,30319525857.0
2014-10-16,3672.94,3687.8,3743.84,3667.31,4075513500.0,34590537275.0
2014-10-17,3689.69,3694.52,3713.66,3654.29,3211745900.0,28570293268.0
2014-10-20,3709.11,3707.53,3716.33,3691.85,2513176800.0,23363230860.0
2014-10-21,3704.57,3683.52,3721.49,3679.98,2640025300.0,24880108676.0
2014-10-22,3685.49,3679.03,3721.46,3676.31,2387678100.0,22983028797.0
2014-10-23,3673.76,3666.11,3706.06,3661.59,2559423800.0,24032875732.0
2014-10-24,3670.84,3655.07,3678.88,3649.18,1865147300.0,17049265189.0
2014-10-27,3618.85,3575.44,3618.85,3568.79,2474347100.0,21780921286.0
2014-10-28,3582.0,3643.89,3644.88,3582.0,2333901600.0,21528191641.0
2014-10-29,3659.14,3711.31,3740.76,3651.08,4004710800.0,38429390049.0
2014-10-30,3709.39,3742.37,3756.61,3697.27,4161915700.0,33755177577.0
2014-10-31,3759.06,3867.74,3907.04,3759.06,8489465400.0,70212357436.0
2014-11-03,3883.41,3844.9,3888.63,3832.71,5304741100.0,46053309053.0
2014-11-04,3839.28,3824.2,3839.78,3812.3,3772654400.0,32643146590.0
2014-11-05,3826.79,3828.23,3851.13,3795.78,4827643800.0,43007100647.0
2014-11-06,3832.9,3821.92,3842.33,3795.19,3419317900.0,31519684793.0
2014-11-07,3825.03,3871.83,3952.61,3816.96,7891073000.0,72377782700.0
2014-11-10,3965.98,3987.89,3992.99,3909.02,8107919300.0,75191076024.0
2014-11-11,4022.43,4064.33,4155.5,4007.0,14168958100.0,121980824374.0
2014-11-12,4021.91,4121.77,4122.71,4005.28,7183567300.0,64520410708.0
2014-11-13,4129.54,4102.73,4192.17,4091.46,8062013900.0,79794731241.0
2014-11-14,4080.47,4086.24,4099.43,4025.73,5196112700.0,50526877208.0
2014-11-17,4136.51,4014.85,4141.06,4012.92,5117092600.0,48909729702.0
2014-11-18,4008.82,3945.3,4018.83,3935.51,4448077300.0,38419127321.0
2014-11-19,3938.36,3936.11,3960.27,3927.67,3136185600.0,28433529777.0
2014-11-20,3926.09,3964.81,3986.19,3919.4,3314313300.0,32204976771.0
2014-11-21,3962.84,4090.49,4098.88,3936.49,6044781200.0,62641089795.0
2014-11-24,4111.43,4207.27,4257.28,4092.95,10067885200.0,110656628415.0
2014-11-25,4197.21,4245.08,4254.98,4180.48,6637036100.0,68846284068.0
