open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
2021-03-13 00:00:00,529.59000000,530.52000000,529.13000000,529.28000000,405.01886000,1615564859999,214554.57184530,280,119.61285000,63380.29822000,0
2021-03-13 00:01:00,529.45000000,530.40000000,528.56000000,530.26000000,656.63294000,1615564919999,347717.20262540,288,397.65309000,210632.23255590,0
2021-03-13 00:02:00,530.14000000,530.26000000,528.90000000,528.90000000,284.39659000,1615564979999,150607.26156140,152,101.67897000,53829.66181260,0
2021-03-13 00:03:00,528.77000000,528.77000000,527.01000000,527.82000000,203.58973000,1615565039999,107487.78582100,169,100.06114000,52838.25634380,0
2021-03-13 00:04:00,527.69000000,528.18000000,527.56000000,527.93000000,141.62900000,1615565099999,74767.17360130,98,88.14487000,46528.68902600,0
2021-03-13 00:05:00,527.76000000,528.53000000,527.52000000,528.14000000,140.07750000,1615565159999,73993.33393250,90,65.17144000,34423.62389890,0
2021-03-13 00:06:00,528.42000000,529.63000000,528.38000000,529.51000000,97.86890000,1615565219999,51789.90488800,92,59.65998000,31571.68739150,0
2021-03-13 00:07:00,529.55000000,530.00000000,529.19000000,529.50000000,95.79153000,1615565279999,50735.20181270,64,21.68886000,11485.96328470,0
2021-03-13 00:08:00,529.48000000,531.20000000,529.48000000,531.18000000,191.86864000,1615565339999,101760.83071490,143,172.12400000,91288.22331150,0
2021-03-13 00:09:00,531.13000000,531.13000000,530.34000000,530.50000000,154.78110000,1615565399999,82148.83436850,106,65.49552000,34763.24749470,0
2021-03-13 00:10:00,530.66000000,531.49000000,530.42000000,531.49000000,28.39421000,1615565459999,15072.96252140,47,17.16773000,9113.16999390,0
2021-03-13 00:11:00,531.48000000,532.80000000,531.21000000,532.80000000,133.25950000,1615565519999,70880.81539270,152,78.30953000,41662.96084910,0
2021-03-13 00:12:00,532.81000000,533.00000000,532.03000000,532.21000000,269.44460000,1615565579999,143439.28364210,183,132.47216000,70521.82576960,0
2021-03-13 00:13:00,532.00000000,533.80000000,531.89000000,533.79000000,233.22189000,1615565639999,124315.01900100,185,131.31014000,69993.29345800,0
2021-03-13 00:14:00,533.75000000,534.11000000,532.79000000,533.05000000,279.70912000,1615565699999,149250.49547060,196,122.29467000,65263.45681200,0
2021-03-13 00:15:00,533.05000000,535.21000000,532.96000000,534.70000000,958.69547000,1615565759999,512675.69932410,328,403.68868000,215782.83311290,0
2021-03-13 00:16:00,534.68000000,535.44000000,534.34000000,534.73000000,74.96045000,1615565819999,40091.32383810,99,37.51952000,20068.31637020,0
2021-03-13 00:17:00,534.80000000,535.50000000,534.23000000,535.47000000,184.21528000,1615565879999,98547.99839510,122,96.11127000,51432.38624550,0
2021-03-13 00:18:00,535.49000000,535.72000000,534.24000000,534.54000000,261.47586000,1615565939999,139888.88113360,158,146.73119000,78493.34136500,0
2021-03-13 00:19:00,534.43000000,534.97000000,533.42000000,534.78000000,295.09047000,1615565999999,157664.47916020,181,160.98603000,86034.87961060,0
2021-03-13 00:20:00,534.74000000,535.40000000,534.65000000,535.26000000,476.71816000,1615566059999,255019.70730720,193,279.88652000,149708.52986960,0
2021-03-13 00:21:00,535.24000000,535.78000000,534.98000000,535.44000000,209.34560000,1615566119999,112073.37651470,132,145.53422000,77909.30059160,0
2021-03-13 00:22:00,535.21000000,535.26000000,533.94000000,534.21000000,349.23140000,1615566179999,186630.56873800,186,219.92346000,117517.94419200,0
2021-03-13 00:23:00,534.27000000,534.94000000,534.27000000,534.40000000,196.18910000,1615566239999,104864.24963600,126,162.17579000,86681.12836330,0
2021-03-13 00:24:00,534.42000000,534.72000000,533.94000000,534.57000000,300.46739000,1615566299999,160539.74590760,140,176.97592000,94557.04410020,0
2021-03-13 00:25:00,534.72000000,534.72000000,533.92000000,534.21000000,114.13677000,1615566359999,60986.71628380,96,17.78661000,9499.98835020,0
2021-03-13 00:26:00,534.20000000,534.23000000,533.32000000,534.15000000,232.44408000,1615566419999,124082.98408140,153,62.44519000,33327.87313680,0
2021-03-13 00:27:00,534.01000000,534.72000000,533.51000000,534.61000000,205.01909000,1615566479999,109505.71599000,104,152.89342000,81665.48018610,0
2021-03-13 00:28:00,534.55000000,536.52000000,534.55000000,536.51000000,447.35990000,1615566539999,239554.47727710,261,292.35435000,156510.95769750,0
2021-03-13 00:29:00,536.48000000,537.00000000,536.01000000,536.49000000,195.72728000,1615566599999,105000.46109090,155,138.15439000,74113.98673100,0
2021-03-13 00:30:00,536.45000000,536.80000000,534.86000000,535.35000000,267.11028000,1615566659999,143099.33293710,171,123.13964000,65974.61586750,0
2021-03-13 00:31:00,535.45000000,536.37000000,534.40000000,534.55000000,214.24031000,1615566719999,114691.11374130,172,114.80992000,61444.57241160,0
2021-03-13 00:32:00,534.58000000,534.96000000,533.52000000,534.35000000,323.32153000,1615566779999,172716.94573080,237,80.75240000,43124.25495620,0
2021-03-13 00:33:00,534.47000000,534.48000000,532.95000000,533.43000000,356.73650000,1615566839999,190266.36195320,233,181.57326000,96834.90065280,0
