open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
2021-03-13 00:00:00,36431.67000000,36525.71000000,36431.67000000,36474.82000000,0.73202700,1615564859999,26712.04877709,60,0.49931800,18221.07519163,0
2021-03-13 00:01:00,36450.00000000,36525.70000000,36449.88000000,36525.70000000,0.11723100,1615564919999,4277.44744580,17,0.03220000,1176.06029000,0
2021-03-13 00:02:00,36508.74000000,36511.90000000,36463.52000000,36486.40000000,0.07256800,1615564979999,2648.50732454,10,0.04371000,1594.88638730,0
2021-03-13 00:03:00,36450.00000000,36472.54000000,36408.73000000,36454.81000000,0.35757300,1615565039999,13031.31296227,45,0.21052200,7673.31313197,0
2021-03-13 00:04:00,36419.44000000,36460.53000000,36413.95000000,36455.73000000,0.27998000,1615565099999,10201.00278311,22,0.02584300,942.14308172,0
2021-03-13 00:05:00,36418.14000000,36487.02000000,36390.83000000,36455.31000000,0.25101300,1615565159999,9143.90080244,24,0.01441200,525.82492624,0
2021-03-13 00:06:00,36455.31000000,36487.71000000,36447.18000000,36448.48000000,0.01053100,1615565219999,383.95637155,8,0.00378900,138.18364075,0
2021-03-13 00:07:00,36486.92000000,36508.73000000,36478.56000000,36495.79000000,0.03972400,1615565279999,1449.43184342,9,0.02122100,774.32153791,0
2021-03-13 00:08:00,36488.24000000,36496.66000000,36459.13000000,36495.27000000,0.18927600,1615565339999,6901.73991021,19,0.01276200,465.67895341,0
2021-03-13 00:09:00,36470.19000000,36470.19000000,36440.00000000,36440.00000000,0.18956000,1615565399999,6908.98614504,9,0.06340500,2311.56780926,0
2021-03-13 00:10:00,36419.51000000,36419.51000000,36416.35000000,36416.35000000,0.00454200,1615565459999,165.41607458,2,0.00411800,149.97554218,0
2021-03-13 00:11:00,36431.04000000,36504.82000000,36412.04000000,36504.82000000,0.08960700,1615565519999,3266.76949273,19,0.08141300,2968.14312837,0
2021-03-13 00:12:00,36504.82000000,36525.71000000,36485.21000000,36485.21000000,0.10812100,1615565579999,3947.94386758,22,0.07601400,2775.85336331,0
2021-03-13 00:13:00,36513.68000000,36523.74000000,36468.71000000,36487.61000000,0.06433400,1615565639999,2348.00190625,13,0.02168100,791.74792230,0
2021-03-13 00:14:00,36496.93000000,36509.97000000,36456.47000000,36461.90000000,0.40366800,1615565699999,14730.13826594,47,0.33784100,12328.93134780,0
2021-03-13 00:15:00,36473.57000000,36525.47000000,36473.57000000,36507.58000000,0.29030300,1615565759999,10596.57753576,29,0.12394700,4525.84790616,0
2021-03-13 00:16:00,36523.06000000,36523.06000000,36484.84000000,36514.68000000,0.04704800,1615565819999,1717.82450308,13,0.03663100,1337.69182876,0
2021-03-13 00:17:00,36514.68000000,36525.47000000,36484.25000000,36525.47000000,0.07453100,1615565879999,2720.76569907,14,0.03389300,1237.61416840,0
2021-03-13 00:18:00,36525.47000000,36538.46000000,36525.47000000,36538.46000000,0.01539600,1615565939999,562.44718238,9,0.01539600,562.44718238,0
2021-03-13 00:19:00,36538.05000000,36538.05000000,36527.09000000,36527.09000000,0.01631200,1615565999999,595.97986872,2,0.01368400,499.98667620,0
2021-03-13 00:20:00,36518.48000000,36538.46000000,36518.46000000,36537.03000000,0.05859200,1615566059999,2140.20484194,15,0.02226900,813.67496574,0
2021-03-13 00:21:00,36545.45000000,36567.74000000,36532.33000000,36566.21000000,0.17547100,1615566119999,6413.71081998,24,0.08680600,3173.83619939,0
2021-03-13 00:22:00,36543.46000000,36563.85000000,36495.62000000,36495.62000000,1.36566200,1615566179999,49893.42791361,47,0.90857800,33201.62806045,0
2021-03-13 00:23:00,36518.97000000,36525.78000000,36498.43000000,36525.78000000,0.00861100,1615566239999,314.34961993,4,0.00279000,101.89065030,0
2021-03-13 00:24:00,36521.27000000,36565.00000000,36482.87000000,36543.48000000,0.50844600,1615566299999,18578.88968155,49,0.49099400,17941.95056501,0
2021-03-13 00:25:00,36525.40000000,36525.40000000,36475.35000000,36475.35000000,0.05066200,1615566359999,1849.24217386,8,0.00000000,0.00000000,0
2021-03-13 00:26:00,36472.24000000,36472.24000000,36400.01000000,36400.01000000,0.46227300,1615566419999,16843.52936877,30,0.16890000,6152.30643559,0
2021-03-13 00:27:00,36407.36000000,36451.49000000,36407.36000000,36451.49000000,0.07929100,1615566479999,2889.94074242,12,0.07787800,2838.49714274,0
2021-03-13 00:28:00,36497.29000000,36564.99000000,36495.07000000,36549.58000000,0.03931200,1615566539999,1436.74531248,12,0.03486700,1274.52184033,0
2021-03-13 00:29:00,36564.99000000,36579.48000000,36533.57000000,36575.15000000,0.55979300,1615566599999,20468.71377923,17,0.53339000,19503.98036019,0
2021-03-13 00:30:00,36573.80000000,36575.15000000,36469.85000000,36472.31000000,0.38958500,1615566659999,14227.56338508,45,0.24710000,9024.48416451,0
2021-03-13 00:31:00,36472.31000000,36523.04000000,36435.49000000,36435.49000000,0.22387300,1615566719999,8170.84419994,20,0.19025600,6944.64759840,0
2021-03-13 00:32:00,36460.01000000,36466.00000000,36407.38000000,36431.07000000,0.10673600,1615566779999,3890.78910186,21,0.01581400,576.52839601,0
2021-03-13 00:33:00,36449.93000000,36493.74000000,36432.45000000,36492.23000000,0.14295500,1615566839999,5215.54727723,15,0.12479500,4553.89900851,0
2021-03-13 00:34:00,36440.95000000,36500.00000000,36440.95000000,36500.00000000,0.03459800,1615566899999,1262.70029979,5,0.03189800,1164.27671079,0
2021-03-13 00:35:00,36500.00000000,36527.10000000,36421.45000000,36482.01000000,3.40804100,1615566959999,124367.15638392,77,0.47017300,17149.08906092,0
2021-03-13 00:36:00,36455.83000000,36494.00000000,36455.82000000,36473.70000000,0.05597700,1615567019999,2041.45907815,4,0.01376000,502.15744000,0
2021-03-13 00:37:00,36456.07000000,36491.09000000,36456.07000000,36491.09000000,0.02550100,1615567079999,930.51772107,4,0.02500000,912.25323000,0
2021-03-13 00:38:00,36478.64000000,36547.02000000,36478.64000000,36547.02000000,0.19334900,1615567139999,7057.46217049,20,0.16465800,6010.51167057,0
2021-03-13 00:39:00,36504.05000000,36504.05000000,36483.22000000,36483.22000000,0.06853000,1615567199999,2500.84936636,12,0.00000000,0.00000000,0
2021-03-13 00:40:00,36500.95000000,36504.36000000,36498.35000000,36498.35000000,0.03053300,1615567259999,1114.40671092,6,0.00063300,23.10604592,0
2021-03-13 00:41:00,36483.36000000,36523.39000000,36483.36000000,36523.39000000,0.03918400,1615567319999,1430.18413506,4,0.00514400,187.87631816,0
2021-03-13 00:42:00,36529.15000000,36529.15000000,36475.92000000,36485.42000000,0.04377700,1615567379999,1598.17261057,5,0.02297700,839.32677457,0
2021-03-13 00:43:00,36485.47000000,36501.54000000,36457.71000000,36457.71000000,0.03947400,1615567439999,1439.35356576,13,0.00060100,21.93338130,0
2021-03-13 00:44:00,36481.09000000,36508.38000000,36475.85000000,36475.85000000,0.06853200,1615567499999,2501.25006978,8,0.06739200,2459.66760078,0
2021-03-13 00:45:00,36474.93000000,36494.38000000,36437.61000000,36437.61000000,0.10225700,1615567559999,3729.61307827,24,0.07102400,2591.05265816,0
2021-03-13 00:46:00,36421.39000000,36443.17000000,36338.76000000,36360.00000000,0.24236400,1615567619999,8822.98391941,35,0.10106700,3680.09672379,0
2021-03-13 00:47:00,36359.99000000,36436.99000000,36359.99000000,36396.96000000,0.10208000,1615567679999,3713.85893891,11,0.06228000,2265.18852095,0
2021-03-13 00:48:00,36397.55000000,36397.55000000,36382.15000000,36392.06000000,0.05324900,1615567739999,1938.09056472,6,0.02769400,1007.99374970,0
2021-03-13 00:49:00,36481.87000000,36481.87000000,36446.28000000,36446.28000000,0.00318400,1615567799999,116.05509867,2,0.00028500,10.39733295,0
2021-03-13 00:50:00,36457.38000000,36488.94000000,36452.61000000,36464.74000000,0.02056300,1615567859999,749.80729175,10,0.00690600,251.86878993,0
2021-03-13 00:51:00,36438.89000000,36461.68000000,36415.69000000,36434.65000000,0.21630700,1615567919999,7879.81153641,18,0.01648700,600.92664175,0
2021-03-13 00:52:00,36460.36000000,36464.81000000,36413.77000000,36437.51000000,0.08055500,1615567979999,2935.06772499,14,0.01625900,592.84596341,0
2021-03-13 00:53:00,36404.49000000,36404.49000000,36404.49000000,36404.49000000,0.00186800,1615568039999,68.00358732,1,0.00000000,0.00000000,0
2021-03-13 00:54:00,36400.01000000,36412.13000000,36372.72000000,36410.54000000,0.20610000,1615568099999,7500.92111067,9,0.11262900,4098.64350188,0
2021-03-13 00:55:00,36418.07000000,36418.07000000,36388.93000000,36407.24000000,0.03646300,1615568159999,1327.66131132,4,0.02816300,1025.63319232,0
2021-03-13 00:56:00,36415.21000000,36422.76000000,36381.02000000,36381.02000000,1.13288200,1615568219999,41219.17019179,28,1.02703800,37368.24375874,0
2021-03-13 00:57:00,36378.63000000,36378.63000000,36378.63000000,36378.63000000,0.00063200,1615568279999,22.99129416,1,0.00063200,22.99129416,0
2021-03-13 00:58:00,36357.38000000,36377.86000000,36351.99000000,36377.86000000,0.15165000,1615568339999,5514.40296146,25,0.15165000,5514.40296146,0
2021-03-13 00:59:00,36331.84000000,36372.67000000,36331.83000000,36358.17000000,0.04474600,1615568399999,1625.81101180,10,0.02217700,805.79317191,0
2021-03-13 01:00:00,36372.69000000,36471.19000000,36372.69000000,36454.99000000,0.06657400,1615568459999,2423.42827803,12,0.04652800,1692.43984758,0
2021-03-13 01:01:00,36465.37000000,36465.37000000,36406.84000000,36406.84000000,0.05462900,1615568519999,1991.34085532,9,0.00265200,96.70616124,0
2021-03-13 01:02:00,36393.50000000,36397.65000000,36327.88000000,36327.88000000,0.12709300,1615568579999,4621.63552560,12,0.04224800,1537.23215764,0
2021-03-13 01:03:00,36327.89000000,36366.14000000,36317.61000000,36358.03000000,0.30646100,1615568639999,11136.96445948,37,0.06721700,2443.62341122,0
2021-03-13 01:04:00,36376.31000000,36399.20000000,36374.52000000,36399.20000000,0.04377300,1615568699999,1592.26290960,3,0.00137300,49.97610160,0
2021-03-13 01:05:00,36403.62000000,36403.62000000,36388.70000000,36388.70000000,0.00841300,1615568759999,306.22818706,6,0.00600000,218.42166400,0
2021-03-13 01:06:00,36388.70000000,36388.70000000,36388.70000000,36388.70000000,0.00000000,1615568819999,0.00000000,0,0.00000000,0.00000000,0
2021-03-13 01:07:00,36358.56000000,36358.56000000,36343.21000000,36343.21000000,0.07291400,1615568879999,2650.57730732,8,0.00724900,263.47550807,0
2021-03-13 01:08:00,36335.39000000,36335.39000000,36328.60000000,36328.60000000,0.03140000,1615568939999,1140.73026200,2,0.03140000,1140.73026200,0
2021-03-13 01:09:00,36328.60000000,36328.60000000,36295.89000000,36326.24000000,0.35965400,1615568999999,13057.97944669,40,0.10429100,3786.75654795,0
2021-03-13 01:10:00,36343.21000000,36362.85000000,36326.64000000,36326.64000000,0.35407300,1615569059999,12870.78295813,16,0.33659300,12235.33789093,0
2021-03-13 01:11:00,36332.62000000,36357.54000000,36300.11000000,36334.95000000,0.41338500,1615569119999,15012.01158102,23,0.15404300,5593.96442891,0
2021-03-13 01:12:00,36333.56000000,36333.56000000,36286.59000000,36304.35000000,0.49145700,1615569179999,17838.02509868,26,0.15366700,5578.12723830,0
2021-03-13 01:13:00,36305.02000000,36305.02000000,36300.69000000,36300.69000000,0.10000000,1615569239999,3630.08632000,2,0.09600000,3484.86624000,0
2021-03-13 01:14:00,36308.01000000,36308.01000000,36304.52000000,36304.52000000,0.07818500,1615569299999,2838.55642201,4,0.00000000,0.00000000,0
2021-03-13 01:15:00,36309.86000000,36349.98000000,36305.50000000,36340.17000000,0.39662900,1615569359999,14405.08882620,25,0.14180000,5149.67965300,0
2021-03-13 01:16:00,36338.80000000,36343.21000000,36300.53000000,36300.53000000,0.44363300,1615569419999,16116.68248868,23,0.22741200,8264.01457883,0
2021-03-13 01:17:00,36308.92000000,36343.21000000,36285.96000000,36285.96000000,0.50123700,1615569479999,18201.19093448,23,0.31185400,11324.48311460,0
2021-03-13 01:18:00,36285.96000000,36285.96000000,36285.96000000,36285.96000000,0.00000000,1615569539999,0.00000000,0,0.00000000,0.00000000,0
2021-03-13 01:19:00,36280.00000000,36285.96000000,36280.00000000,36285.96000000,0.01476200,1615569599999,535.57769720,2,0.01476200,535.57769720,0
2021-03-13 01:20:00,36285.96000000,36343.19000000,36285.96000000,36311.18000000,0.10870800,1615569659999,3948.14637161,17,0.10493400,3811.11334951,0
2021-03-13 01:21:00,36320.24000000,36376.17000000,36320.24000000,36333.44000000,0.56697000,1615569719999,20606.47106671,33,0.39456000,14340.06555431,0
2021-03-13 01:22:00,36367.24000000,36367.24000000,36367.24000000,36367.24000000,0.01520000,1615569779999,552.78204800,1,0.00000000,0.00000000,0
2021-03-13 01:23:00,36369.79000000,36369.79000000,36326.66000000,36350.12000000,0.09028500,1615569839999,3280.19932589,9,0.00200000,72.73958000,0
2021-03-13 01:24:00,36350.12000000,36350.12000000,36350.12000000,36350.12000000,0.00000000,1615569899999,0.00000000,0,0.00000000,0.00000000,0
2021-03-13 01:25:00,36350.74000000,36350.74000000,36314.94000000,36329.97000000,0.12670100,1615569959999,4603.47138688,22,0.00000000,0.00000000,0
2021-03-13 01:26:00,36357.96000000,36371.45000000,36316.77000000,36343.95000000,0.07509300,1615570019999,2728.71888114,11,0.01734800,630.81377611,0
2021-03-13 01:27:00,36322.82000000,36334.37000000,36296.94000000,36296.94000000,0.08109200,1615570079999,2943.94156051,7,0.00027500,9.99195175,0
2021-03-13 01:28:00,36290.45000000,36316.85000000,36272.72000000,36315.57000000,0.21300300,1615570139999,7729.62030632,22,0.09707100,3523.07605836,0
2021-03-13 01:29:00,36340.92000000,36351.00000000,36332.32000000,36351.00000000,0.03735100,1615570199999,1357.60771684,9,0.03575100,1299.47600484,0
2021-03-13 01:30:00,36323.65000000,36323.65000000,36280.51000000,36301.12000000,0.05086100,1615570259999,1845.85450531,11,0.01257500,456.57506675,0
2021-03-13 01:31:00,36300.01000000,36301.00000000,36282.36000000,36301.00000000,0.04530100,1615570319999,1643.90102094,9,0.00172100,62.47402100,0
2021-03-13 01:32:00,36309.38000000,36310.71000000,36309.36000000,36309.85000000,0.06513100,1615570379999,2364.88526392,5,0.00000000,0.00000000,0
